source,title,publish_time,url,symbol_or_subject,dedup_key,duplicate_group_size,is_event,filter_reason,evidence,score_hint,event_score,event_threshold,rule_version
第一财经/新闻,12家银行全新入局，数字人民币运营生态迎新格局,2026-04-03 11:45:21,https://www.yicai.com/news/103117353.html,宏观/行业新闻,0f5046069e94,1,true,event_signal_detected,命中事件关键词: 支持; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:支持|industry:none|predictability:none|duration:none,2,2,2,task1_rules_v1
第一财经/新闻,壹快评｜年报频现“翻车”，上市公司信息披露不能像草台班子,2026-04-03 11:45:21,https://www.yicai.com/news/103117356.html,宏观/行业新闻,0249b0a87322,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
第一财经/新闻,新型储能火热背后：虚火与拐点并存,2026-04-03 11:45:21,https://www.yicai.com/news/103117400.html,宏观/行业新闻,9e6b2ed16e26,1,true,event_signal_detected,命中事件关键词: 行业; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:行业|industry:储能|predictability:none|duration:none,2,2,2,task1_rules_v1
第一财经/新闻,三大多资产指数系列将发布，股债恒定比例配置,2026-04-03 11:45:21,https://www.yicai.com/news/103117346.html,宏观/行业新闻,5ae36e9505c3,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:发布|duration:发布,1,1,2,task1_rules_v1
第一财经/新闻,1.53万亿元ETF调仓拆解，“国家队”进退之间有何玄机？,2026-04-03 11:45:21,https://www.yicai.com/news/103117379.html,宏观/行业新闻,ee4c0df038e3,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
第一财经/新闻,美伊互放狠话，大宗商品巨震！“油价停战也回不到65美元”,2026-04-03 11:45:21,https://www.yicai.com/news/103117372.html,宏观/行业新闻,b0313a028adb,1,true,event_signal_detected,命中事件关键词: 地缘; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:地缘|industry:none|predictability:none|duration:none,2,2,2,task1_rules_v1
第一财经/新闻,广州叹早茶新姿势：事关茶位费和预制菜，新规五一起实施,2026-04-03 11:45:21,https://www.yicai.com/news/103117348.html,宏观/行业新闻,6a91a22ed689,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
东方财富/行业资讯,外交部谈特朗普涉伊朗言论：再次敦促当事方立即停止军事行动,2026-04-03 11:45:26,https://finance.eastmoney.com/a/202604023693389171.html,行业/市场新闻,10c93aba3f4e,1,true,event_signal_detected,"命中事件关键词: 伊朗|停火|冲突|战事|霍尔木兹; score=6; threshold=2; rule_version=task1_rules_v1; dimensions=subject:冲突,伊朗,霍尔木兹,战事,停火|industry:none|predictability:冲突,伊朗,霍尔木兹,战事,升级|duration:冲突,伊朗,霍尔木兹,停火,战事",6,6,2,task1_rules_v1
东方财富/行业资讯,外媒称伊朗已向中国寻求安全保障 外交部回应,2026-04-03 11:45:28,https://finance.eastmoney.com/a/202604023693399630.html,行业/市场新闻,3bf8c88d7a9a,1,true,event_signal_detected,"命中事件关键词: 中东|伊朗|战事|支持; score=5; threshold=2; rule_version=task1_rules_v1; dimensions=subject:伊朗,中东,战事|industry:none|predictability:爆发,伊朗,中东,战事|duration:伊朗,中东,战事",5,5,2,task1_rules_v1
东方财富/行业资讯,大手笔！超高股息率个股曝光 这3股超10%,2026-04-03 11:45:31,https://finance.eastmoney.com/a/202604033694067917.html,行业/市场新闻,29923df6f975,1,true,event_signal_detected,"命中事件关键词: 公告|回购|规划; score=4; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告,回购|industry:none|predictability:公告,规划,发布|duration:发布",4,4,2,task1_rules_v1
东方财富/行业资讯,中东局势紧张加剧！石油石化多股涨停 8股2026业绩预测翻倍,2026-04-03 11:45:34,https://finance.eastmoney.com/a/202604023693168556.html,行业/市场新闻,38ee8e228d4b,1,true,event_signal_detected,"命中事件关键词: 中东|伊朗|冲突|出口|地缘|景气|行业|财政|霍尔木兹; score=10; threshold=2; rule_version=task1_rules_v1; dimensions=subject:冲突,地缘,伊朗,中东,霍尔木兹|industry:导弹|predictability:爆发,冲突,伊朗,中东,霍尔木兹|duration:冲突,伊朗,中东,霍尔木兹",10,10,2,task1_rules_v1
东方财富/行业资讯,斯里兰卡、孟加拉国、越南等请求中方援助 外交部回应,2026-04-03 11:45:37,https://finance.eastmoney.com/a/202604023693411965.html,行业/市场新闻,fdc51bc60d14,1,true,event_signal_detected,命中事件关键词: 中东|出口; score=3; threshold=2; rule_version=task1_rules_v1; dimensions=subject:中东|industry:none|predictability:中东|duration:中东,3,3,2,task1_rules_v1
东方财富/行业资讯,霍尔木兹海峡利好来了！伊朗正在与阿曼起草霍尔木兹海峡通行的协议,2026-04-03 11:45:39,https://finance.eastmoney.com/a/202604023693869329.html,行业/市场新闻,47b0418545b8,1,true,event_signal_detected,"命中事件关键词: 伊朗|措施|霍尔木兹; score=4; threshold=2; rule_version=task1_rules_v1; dimensions=subject:伊朗,霍尔木兹|industry:none|predictability:伊朗,霍尔木兹|duration:伊朗,霍尔木兹",4,4,2,task1_rules_v1
东方财富/行业资讯,美国宣布将对进口专利药及制药成分加征100%关税,2026-04-03 11:45:42,https://finance.eastmoney.com/a/202604033693897857.html,行业/市场新闻,d8ee3fcabfba,1,true,event_signal_detected,"命中事件关键词: 伊朗|公告|措施|政策|行业; score=6; threshold=2; rule_version=task1_rules_v1; dimensions=subject:政策,措施|industry:none|predictability:公告,政策,发布|duration:政策,发布",6,6,2,task1_rules_v1
东方财富/行业资讯,4月2日晚间沪深上市公司重大事项公告最新快递,2026-04-03 11:45:44,https://finance.eastmoney.com/a/202604023693639791.html,行业/市场新闻,549d1c4d5d8a,1,true,event_signal_detected,"命中事件关键词: 业绩预告|公告|冲突|合同|回购|地缘|定增|景气|港交所|行业|规划|重组|降息; score=14; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告,合同,重组,回购,定增,业绩预告,港交所|industry:新能源,储能,锂电,光伏,风电,电池|predictability:公告,预告,规划,发布,签订|duration:合同,订单,发布",14,14,2,task1_rules_v1
东方财富/行业资讯,伊朗最高领袖顾问：霍尔木兹海峡对伊朗人民的敌人将永远关闭,2026-04-03 11:45:47,https://finance.eastmoney.com/a/202604023693372660.html,行业/市场新闻,802ce167537c,1,true,event_signal_detected,"命中事件关键词: 伊朗|冲突|霍尔木兹; score=4; threshold=2; rule_version=task1_rules_v1; dimensions=subject:冲突,伊朗,霍尔木兹|industry:none|predictability:冲突,伊朗,霍尔木兹|duration:冲突,伊朗,霍尔木兹",4,4,2,task1_rules_v1
东方财富/行业资讯,穿越至少四轮牛熊的20年市场老兵，详解2026股市生存法则｜对话淇河张文中,2026-04-03 11:45:49,https://finance.eastmoney.com/a/202603253683939432.html,行业/市场新闻,eed512754b62,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
东方财富/行业资讯,20年基金实战！从股票亏惨到定投微笑曲线，普通人稳赢配置法｜对话养基司令,2026-04-03 11:45:51,https://finance.eastmoney.com/a/202603133671905610.html,行业/市场新闻,a5d8e00ed3d5,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
东方财富/行业资讯,左侧布局 + 周期共振！一位材料工程师的跨界投资实证｜对话iGeek异行妄想,2026-04-03 11:46:35,https://finance.eastmoney.com/a/202603063664806880.html,行业/市场新闻,500655e3dcde,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
东方财富/行业资讯,横跨6大资产！拆解2026年A股、黄金、美股的投资机会与风险｜对话财经评论员郭施亮,2026-04-03 11:46:37,https://finance.eastmoney.com/a/202602263655282914.html,行业/市场新闻,6fbfc28aaa03,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
东方财富/行业资讯,“格局观风云、认知择赛道”20年实战悟透慢牛逻辑｜对话语润梧桐,2026-04-03 11:46:39,https://finance.eastmoney.com/a/202602123649044897.html,行业/市场新闻,922554c00abd,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
东方财富/行业资讯,中信证券：算力涨价扩散 关注一季报超预期三条线索,2026-04-03 11:46:42,https://finance.eastmoney.com/a/202604033694135923.html,行业/市场新闻,0d5ee00106f2,1,true,event_signal_detected,"命中事件关键词: 业绩预告|地缘|支持|政策|景气|行业; score=7; threshold=2; rule_version=task1_rules_v1; dimensions=subject:政策,支持|industry:科技,芯片,算力,AI|predictability:预告,政策,发布|duration:政策,扩产,发布",7,7,2,task1_rules_v1
东方财富/行业资讯,中原证券：4月A股市场或以震荡为主 聚焦红利防御与能源安全主线,2026-04-03 11:46:44,https://finance.eastmoney.com/a/202604033694131553.html,行业/市场新闻,e5e2e3b6de08,1,true,event_signal_detected,"命中事件关键词: CPI|PPI|中东|冲突|出口|地缘|政策|行业|财政|降准; score=11; threshold=2; rule_version=task1_rules_v1; dimensions=subject:降准,CPI,PPI,出口,财政|industry:新能源,光伏|predictability:冲突,中东,升级|duration:冲突,中东",11,11,2,task1_rules_v1
东方财富/行业资讯,中信证券：创新药行业进入密集数据催化期 建议重点关注,2026-04-03 11:46:46,https://finance.eastmoney.com/a/202604033694127266.html,行业/市场新闻,7b5819b8477a,1,true,event_signal_detected,命中事件关键词: 政策|行业; score=3; threshold=2; rule_version=task1_rules_v1; dimensions=subject:政策|industry:none|predictability:政策|duration:政策,3,3,2,task1_rules_v1
东方财富/行业资讯,华泰证券：中东局势扰动市场风险偏好 红利仍然具备底仓价值,2026-04-03 11:46:48,https://finance.eastmoney.com/a/202604033694126765.html,行业/市场新闻,fa053425d0f6,1,true,event_signal_detected,"命中事件关键词: PPI|中东|供需|回购|地缘|景气|行业; score=8; threshold=2; rule_version=task1_rules_v1; dimensions=subject:行业,景气,供需|industry:none|predictability:中东|duration:中东",8,8,2,task1_rules_v1
东方财富/行业资讯,证券时报：莫让“订单小作文”透支资本市场公信力,2026-04-03 11:46:50,https://finance.eastmoney.com/a/202604033693908718.html,行业/市场新闻,ebfeb2469376,1,true,event_signal_detected,"命中事件关键词: 公告|合同|景气|行业; score=5; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告,合同|industry:none|predictability:公告|duration:合同,订单",5,5,2,task1_rules_v1
东方财富/行业资讯,沪指下跌0.93% CPO概念走强 煤炭板块领跌,2026-04-03 11:46:53,https://finance.eastmoney.com/a/202604033694698810.html,行业/市场新闻,5e6d7038befd,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
36氪/股市快讯,A股三大指数午间休盘集体下跌，翠微股份涨停,2026-04-03 11:31:38,https://www.36kr.com/newsflashes/3750544968385289,行业/股市快讯,e01f53146823,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:科技|predictability:none|duration:none,1,1,2,task1_rules_v1
36氪/股市快讯,沪指跌破3900点，全市场超4500只个股下跌,2026-04-03 09:59:11,https://www.36kr.com/newsflashes/3750454089662978,行业/股市快讯,c430fe06d9e4,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
36氪/股市快讯,A股三大指数集体高开，多元金融板块走强,2026-04-03 09:26:51,https://www.36kr.com/newsflashes/3750422308585993,行业/股市快讯,e440c1e7dffe,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:科技|predictability:none|duration:none,1,1,2,task1_rules_v1
36氪/股市快讯,搭载黑芝麻智能华山A1000，东风奕派007闪现版正式上市,2026-04-03 09:07:06,https://www.36kr.com/newsflashes/3750402883715591,行业/股市快讯,4ede74d335a6,1,true,event_signal_detected,命中事件关键词: 支持; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:支持|industry:芯片|predictability:none|duration:none,2,2,2,task1_rules_v1
36氪/股市快讯,两市融资余额减少109.89亿元,2026-04-03 08:51:16,https://www.36kr.com/newsflashes/3750387322585860,行业/股市快讯,8755549c8f03,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
36氪/股市快讯,南向资金加速“扫货”港股，年内净买入超2280亿港元,2026-04-03 08:33:35,https://www.36kr.com/newsflashes/3750369943060994,行业/股市快讯,0b5fd55679d7,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
36氪/股市快讯,中标多订单旺，上市公司增长动能强劲,2026-04-03 08:32:00,https://www.36kr.com/newsflashes/3750368381469444,行业/股市快讯,c1bd492d14a0,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:新能源|predictability:公告|duration:订单,2,2,2,task1_rules_v1
36氪/股市快讯,百亿级私募调仓路径浮现，锚定上市公司盈利增长积极布局,2026-04-03 07:58:46,https://www.36kr.com/newsflashes/3750335714018048,行业/股市快讯,b9972812b588,1,true,event_signal_detected,命中事件关键词: 政策; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:政策|industry:none|predictability:政策|duration:政策,2,2,2,task1_rules_v1
36氪/股市快讯,三大动力驱动，港股细分龙头扎堆启动A股上市,2026-04-03 07:57:56,https://www.36kr.com/newsflashes/3750334893671169,行业/股市快讯,3761d50939eb,1,true,event_signal_detected,"命中事件关键词: 公告|支持|政策; score=4; threshold=2; rule_version=task1_rules_v1; dimensions=subject:政策,支持|industry:科技|predictability:公告,政策,发布|duration:政策,发布",4,4,2,task1_rules_v1
36氪/股市快讯,一季度港股IPO募资创近五年新高，“A+H”公司为核心力量,2026-04-03 07:54:08,https://www.36kr.com/newsflashes/3750331162673929,行业/股市快讯,45724b52b5d4,1,true,event_signal_detected,命中事件关键词: IPO; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:IPO|industry:none|predictability:none|duration:none,2,2,2,task1_rules_v1
36氪/股市快讯,SpaceX据悉已与沙特公共投资基金举行会谈，商讨在2026年IPO中进行基石投资事宜,2026-04-03 07:40:47,https://www.36kr.com/newsflashes/3750309164073734,行业/股市快讯,4c400c5d05d2,1,true,event_signal_detected,命中事件关键词: IPO; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:IPO|industry:none|predictability:none|duration:none,2,2,2,task1_rules_v1
36氪/股市快讯,新希望乳业递表港交所,2026-04-03 07:35:43,https://www.36kr.com/newsflashes/3750305157104392,行业/股市快讯,9b16de9f6c20,1,true,event_signal_detected,"命中事件关键词: 上市申请|港交所|递表; score=4; threshold=2; rule_version=task1_rules_v1; dimensions=subject:上市申请,递表,港交所|industry:none|predictability:none|duration:none",4,4,2,task1_rules_v1
36氪/股市快讯,潮宏基递表港交所,2026-04-03 07:26:42,https://www.36kr.com/newsflashes/3750298264683265,行业/股市快讯,e8dfa30f7624,1,true,event_signal_detected,"命中事件关键词: 上市申请|港交所|递表; score=4; threshold=2; rule_version=task1_rules_v1; dimensions=subject:上市申请,递表,港交所|industry:none|predictability:none|duration:none",4,4,2,task1_rules_v1
36氪/股市快讯,锐明技术递表港交所,2026-04-03 07:23:13,https://www.36kr.com/newsflashes/3750300766126849,行业/股市快讯,a25fea8e57c9,1,true,event_signal_detected,"命中事件关键词: 上市申请|港交所|递表; score=4; threshold=2; rule_version=task1_rules_v1; dimensions=subject:上市申请,递表,港交所|industry:none|predictability:none|duration:none",4,4,2,task1_rules_v1
36氪/股市快讯,2026款小鹏MONA M03正式上市,2026-04-03 07:15:50,https://www.36kr.com/newsflashes/3750293504869126,行业/股市快讯,dc53552b6dfb,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
36氪/股市快讯,SpaceX据悉寻求以逾2万亿美元估值上市,2026-04-03 07:05:41,https://www.36kr.com/newsflashes/3750276667933440,行业/股市快讯,e69f761e009d,1,true,event_signal_detected,命中事件关键词: IPO; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:IPO|industry:AI|predictability:none|duration:none,2,2,2,task1_rules_v1
36氪/股市快讯,美股三大指数收盘涨跌不一，特斯拉跌超5%,2026-04-03 07:00:00,https://www.36kr.com/newsflashes/3750232679269126,行业/股市快讯,a467ab6b4e84,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:科技|predictability:none|duration:none,1,1,2,task1_rules_v1
36氪/股市快讯,安擎计算机信息股份有限公司向港交所提交上市申请书,2026-04-02 20:56:24,https://www.36kr.com/newsflashes/3749684584874752,行业/股市快讯,52f845d3480c,1,true,event_signal_detected,"命中事件关键词: 上市申请|港交所; score=3; threshold=2; rule_version=task1_rules_v1; dimensions=subject:上市申请,港交所|industry:none|predictability:none|duration:none",3,3,2,task1_rules_v1
36氪/股市快讯,热门中概股美股盘前普跌，蔚来跌超3%,2026-04-02 20:42:18,https://www.36kr.com/newsflashes/3749670725583368,行业/股市快讯,7ea2ab3c366f,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
36氪/股市快讯,美股大型科技股盘前普跌，Arm跌超5%,2026-04-02 20:40:48,https://www.36kr.com/newsflashes/3749669254333188,行业/股市快讯,8fe67c807b92,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:科技|predictability:none|duration:none,1,1,2,task1_rules_v1
财新网/mini,财新闻｜涉“优思益”违规营销等问题 抖音、淘天、小红书被约谈,2026-04-03 11:42:00,https://mini.caixin.com/2026-04-03/102430416.html,宏观/地缘新闻,b6f87b33a0a5,1,true,event_signal_detected,"命中事件关键词: 中东|冲突; score=3; threshold=2; rule_version=task1_rules_v1; dimensions=subject:冲突,中东|industry:none|predictability:冲突,中东,升级|duration:冲突,中东",3,3,2,task1_rules_v1
财新网/mini,一个孤独症孩子妈妈的自白：1%的概率，100%的人生｜亲历,2026-04-03 09:45:00,https://mini.caixin.com/2026-04-03/102430435.html,宏观/地缘新闻,62d79dc21b5b,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
财新网/mini,财新闻｜特朗普：对伊朗战事取得“快速、决定性、压倒性胜利”,2026-04-02 19:36:00,https://mini.caixin.com/2026-04-02/102430077.html,宏观/地缘新闻,89d28df4d011,1,true,event_signal_detected,"命中事件关键词: 伊朗|战事; score=3; threshold=2; rule_version=task1_rules_v1; dimensions=subject:伊朗,战事|industry:导弹|predictability:伊朗,战事|duration:伊朗,战事",3,3,2,task1_rules_v1
财新网/mini,春日繁花争妍斗艳，桃李杏梨梅樱如何分辨？｜花赏（互动）,2026-04-02 11:25:00,https://mini.caixin.com/2026-04-02/102430151.html,宏观/地缘新闻,e94ed5246766,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
财新网/mini,现实生活中，还真有人能一手遮天？｜小说《地层深处》③,2026-04-02 10:33:00,https://mini.caixin.com/2026-04-02/102430117.html,宏观/地缘新闻,358191a1eba2,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
财新网/mini,揭幕战6月12日凌晨3点开打，2026年美加墨世界杯赛程出炉,2026-04-02 09:40:00,https://mini.caixin.com/2026-04-02/102430085.html,宏观/地缘新闻,b91057b387bb,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
财新网/mini,苹果公司成立50周年：再读乔布斯的科技宏愿｜纪念,2026-04-01 18:26:00,https://mini.caixin.com/2021-10-05/101783355.html,宏观/地缘新闻,fd8e9f66a181,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:科技|predictability:none|duration:none,1,1,2,task1_rules_v1
财新网/mini,财新闻｜关于“龙虾”OpenClaw 最新风险提示,2026-04-01 18:24:00,https://mini.caixin.com/2026-04-01/102429729.html,宏观/地缘新闻,99f14c8685ea,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
财新网/mini,去见小海｜故事,2026-04-01 12:01:00,https://mini.caixin.com/2026-04-01/102429800.html,宏观/地缘新闻,2ec20cb75318,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
财新网/mini,识破沉没成本效应｜以退为进的决策智慧③（完）,2026-04-01 10:25:00,https://mini.caixin.com/2026-04-01/102429758.html,宏观/地缘新闻,bc7f26f6f42a,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
财新网/mini,仁义小狗，有情有义｜带着问题去读书,2026-04-01 08:13:00,https://mini.caixin.com/2026-04-01/102429717.html,宏观/地缘新闻,26e9baa0e3d0,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
财新网/mini,财新闻｜职称评审，将迎重大调整,2026-03-31 19:56:00,https://mini.caixin.com/2026-03-31/102429194.html,宏观/地缘新闻,396a09b26a69,1,true,event_signal_detected,"命中事件关键词: 霍尔木兹; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:霍尔木兹|industry:none|predictability:爆发,霍尔木兹|duration:霍尔木兹",2,2,2,task1_rules_v1
财新网/mini,对话洪灏：巨变时代下的投资策略何解？｜播客《先声》,2026-03-31 18:39:00,https://mini.caixin.com/2026-03-31/102429486.html,宏观/地缘新闻,553c83b350c0,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
财新网/mini,对话胡捷：拆开中国经济最复杂、最真实的切片——消费｜播客《先声》,2026-03-31 16:50:00,https://mini.caixin.com/2026-03-31/102429470.html,宏观/地缘新闻,967cdc4e735d,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:消费|predictability:none|duration:none,1,1,2,task1_rules_v1
财新网/mini,对话向松祚：“夹心层”突围——中产家庭破局指南｜播客《先声》,2026-03-31 15:13:00,https://mini.caixin.com/2026-03-31/102427565.html,宏观/地缘新闻,4b0b7e8e8c3f,1,true,event_signal_detected,命中事件关键词: 地缘; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:地缘|industry:科技|predictability:none|duration:none,2,2,2,task1_rules_v1
财新网/mini,退出是决策工具｜以退为进的决策智慧②,2026-03-31 14:30:00,https://mini.caixin.com/2026-03-31/102429419.html,宏观/地缘新闻,39b7ac9fe368,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
财新网/mini,"每周六开着奥迪A6往返, 我隐约猜到了他的身份｜小说《地层深处》②",2026-03-31 11:15:00,https://mini.caixin.com/2026-03-31/102429274.html,宏观/地缘新闻,c9206378ddad,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
财新网/mini,《答案在风中飘》：“不要国王”中的抗议之歌,2026-03-31 09:45:00,https://mini.caixin.com/2026-03-31/102429216.html,宏观/地缘新闻,017aac78001f,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
财新网/mini,财新闻｜“女子去世后被结婚”，官方通报,2026-03-30 19:39:00,https://mini.caixin.com/2026-03-30/102428777.html,宏观/地缘新闻,a7d3aeb571cc,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:零售|predictability:升级|duration:none,1,1,2,task1_rules_v1
财新网/mini,到哪里能找到这条大鱼呢？｜小说《地层深处》①,2026-03-30 17:10:00,https://mini.caixin.com/2026-03-30/102428997.html,宏观/地缘新闻,e64eddeb9767,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
工信部/政策文件,工业和信息化部党组举办树立和践行正确政绩观学习教育辅导报告会暨读书班开班式,2026-04-03 00:00:00,http://www.miit.gov.cn/xwfb/bldhd/art/2026/art_28097025b4fe4da695b95ed90944a189.html,政策/产业,28164d30b894,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
工信部/政策文件,工业和信息化部负责人会见苹果、高通、SK海力士、大众汽车、梅赛德斯-奔驰、西门子等跨国企业和商协会负责人,2026-04-03 00:00:00,http://www.miit.gov.cn/xwfb/bldhd/art/2026/art_af1a5077c5eb419c9306f48a4ce05075.html,政策/产业,a2b12159a376,1,true,event_signal_detected,命中事件关键词: 协会; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:协会|industry:none|predictability:none|duration:none,2,2,2,task1_rules_v1
工信部/政策文件,工业和信息化部机关开展2026年春季义务植树活动,2026-04-03 00:00:00,http://www.miit.gov.cn/xwfb/bldhd/art/2026/art_718df80877844bcdb402dc59fd32f3ca.html,政策/产业,3a80570e3b9d,2,true,event_signal_detected,命中事件关键词: 无; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,2,2,2,task1_rules_v1
工信部/政策文件,工业和信息化部举行《节能装备高质量发展实施方案（2026—2028年）》新闻发布会,2026-04-03 00:00:00,http://www.miit.gov.cn/xwfb/xwfbh/bxwfbh/art/2026/art_4e9257192fe743ca84c33ffc78e94e0c.html,政策/产业,539a978bd855,2,true,event_signal_detected,命中事件关键词: 无; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:发布|duration:发布,2,2,2,task1_rules_v1
